paper_i,paper_j,score
0006043,9904017,0.043361832684850554
0011140,0007050,0.050379733308458075
0011140,0006112,0.078347151867011355
9608095,9604168,0.077222677225552067
0111182,0110064,0.1101084139981382
0111182,0110062,0.044653288136266428
0111182,0111085,0.26044205894323857
0111182,0105052,0.15202884055909299
0111182,0110007,0.17092008961212707
0111182,0110108,0.17483167360540913
0111182,9802150,0.051218774556449173
0111182,9807127,0.027835891154465272
0111182,0105249,0.31386396173713726
0111181,0001206,0.038900236738267452
0111181,0112079,0.072931348174183439
9904086,9803235,0.049917507334074643
9708015,9602052,0.029504720014231552
9708015,9604034,0.064957381189713032
9511228,9506110,0.11710502321665257
9511228,9205009,0.026861198134719488
9511228,9502072,0.072496081563578091
9804028,9603116,0.033984615929100001
9804028,9710066,0.26515521103102763
9804028,9806085,0.28531723211161475
9804028,9711200,0.075893363643496151
0301203,0211216,0.14384884217329916
0301203,0212082,0.11676147632408772
0301203,0209085,0.06911430738409155
0301203,0212253,0.12289809632418792
0301203,0212069,0.15302063833809038
0301203,0211287,0.18654425100487054
0301203,0212065,0.084002356082859234
0301203,0212032,0.041591559297336531
0301203,0212231,0.35842982955976882
0301203,0212225,0.15362239588647456
0301203,0210135,0.080823129856770731
9602162,0208020,0.0099687265149849703
9809034,9604139,0.16719996794295444
9708082,9611230,0.03117231708175006
9708082,9704104,0.086571997623724445
9708082,9702094,0.052653135045132755
0205303,0202186,0.10174403903833251
0205303,0203164,0.13265930991739519
0205303,0203231,0.14089745429465511
0205303,0203257,0.14614748083374968
0205303,0202150,0.069012127243905569
0205303,0204054,0.14195179882002457
0205303,0205006,0.094020220088787798
0009191,9910053,0.058393046349324886
0009191,9908040,0.08652671443721445
0009191,0002211,0.24346676286957308
0009191,0003037,0.070291518469815933
0009191,9909072,0.060051769425337541
0009191,0003101,0.1133124483928484
0009196,0010204,0.140735481507969
0009196,0008042,0.085878125241971456
0009196,0004183,0.16746741652478811
0009196,0006062,0.085427180218828058
0009196,0011125,0.13311045512073341
9912204,9908064,0.051645529592473788
9912204,9711201,0.042753330777237517
9912204,9606139,0.043817813589324489
9912204,9701092,0.026539304555814235
9912204,9710121,0.022233288829423388
9912204,9703041,0.055531253288505701
0009199,0006215,0.53492604063406479
0009199,9803141,0.11838467923710419
0009199,0008054,0.25141658457481264
0108040,9303123,0.16183635921002709
0212069,0108120,0.087063071729586231
0212069,0103067,0.09659793790565932
0212069,0211287,0.15529190212795935
0212069,0211245,0.084982036407341005
0212069,0209085,0.093328514746719424
0212069,0211075,0.16445510598410401
0212069,9811131,0.03727947077505582
0212069,0211259,0.047499179137227322
0212069,9609145,0.045971670311178256
0212069,0211123,0.091106458323062786
0212069,0008142,0.084142917562317024
0212069,0211236,0.089414558443381476
0212069,0211202,0.082651537068103256
9803220,9612146,0.0071234233891953117
9803220,9803023,0.040580538516285611
9803220,9703040,0.026961125010545643
9803220,9711200,0.16238407562129947
9803220,9803051,0.10431654478115011
9803220,9702076,0.013071495070251037
0201174,0105204,0.031194298825985633
0201174,0203083,0.15421637155487811
0201174,0203101,0.057008040482525738
0201174,0106191,0.036554537442344354
0201174,0110271,0.041725950573142052
0201174,0110108,0.21221782659068383
0201174,0112253,0.32804231338128154
0201174,0112147,0.036728680954427551
0102022,0007050,0.080057862316254683
0102022,0005208,0.11173524253854451
0102022,0004038,0.056188428595303423
0102022,0003160,0.11189565131590934
0102022,0002186,0.078870075803381595
9803167,9802042,0.13975464844180763
9803167,9708005,0.031360141951723236
9803167,9803076,0.10445819390390804
9803167,9702076,0.022926679197200647
9803167,9803109,0.084965000672244453
9705225,9611050,0.02082459120096903
9711059,9311038,0.05334511720082559
9711059,9605150,0.0095707358180550581
9711059,9711077,0.48678650932729739
9711059,9711089,0.084950069743107801
9711059,9806129,0.35024846174548063
9711059,9511030,0.023980154421733249
9711059,9707160,0.026066155368760665
0204026,0202021,0.098388294204981505
0204026,0203140,0.085925321236231228
0204026,0202179,0.0763438196422071
0204026,0203231,0.10378487426154587
0204026,9404063,0.023052268856175347
0204026,9311081,0.024467577523789474
0204026,9803231,0.023770433256252957
0204026,9806146,0.060750294176576153
0204026,9407099,0.013305022219403296
0204026,0203248,0.038230938729855349
9606113,9603109,0.21546019368436237
