paper_i,paper_j,score
0001001,9701162,0
0001001,9801057,0
0001001,9802194,0
0001001,9603003,0
0001001,9705044,0
0001001,9605131,0
0001001,9612108,0
0001001,9611137,0
0001001,9603161,0
0001001,9605184,0
0001001,9602114,0
0001001,9705030,0
0001002,9911161,0.0
0001002,9909047,0.5333333333333333
0001002,9906194,0.5333333333333333
0001002,9904017,0.8
0001002,9909134,0.2
0001002,9909041,0.0
0001002,9912001,0.26666666666666666
0001002,9902071,0.5333333333333333
0001002,9603090,0.26666666666666666
0001002,0001071,0.26666666666666666
0001002,9201007,0.7333333333333334
0001002,9803235,0.5333333333333333
0001002,9909121,0.0
0001002,9907070,0.8
0001002,9807051,0.0
0001002,9902125,0.5333333333333333
0001002,9909070,0.4666666666666667
0001002,9204031,0.5333333333333333
0001002,9604090,1.0
0001002,9911237,0.2
0001002,9912132,0.0
0001002,9909058,0.7333333333333334
0001002,0001033,0.0
0001002,0001143,0.26666666666666666
0001002,9905210,0.26666666666666666
0001002,9806051,0.26666666666666666
0001025,9301042,0
0001025,9807087,0
0001025,9210062,0
0001025,9910170,0
0001025,9612181,0
0001025,9711013,0
0001025,9301043,0
0001025,9906200,0
0001033,9906194,0.2
0001033,9909199,0.2
0001033,9912125,0.2
0001033,0002091,0.625
0001033,9909134,1.0
0001033,9711200,0.575
0001033,9912001,1.0
0001033,0003052,0.25000000000000006
0001033,0002132,0.25000000000000006
0001033,0001071,0.6750000000000002
0001033,0003020,0.25000000000000006
0001033,9201007,0.45
0001033,9803235,0.3
0001033,9912187,0.2
0001033,9912175,0.3
0001033,9909070,0.875
0001033,0002040,0.3750000000000001
0001033,9906201,0.2
0001033,9412184,0.3
0001033,9604090,0.25000000000000006
0001033,9910174,0.625
0001033,0001082,0.2
0001033,9911237,0.2
0001033,0008151,0.25000000000000006
0001033,0001002,0.2
0001033,9909103,0.3
0001033,9207060,0.3
0001033,9910081,0.5000000000000001
0001033,9912132,0.2
0001033,9912060,0.6750000000000002
0001033,0002130,0.25000000000000006
0001033,9911083,0.875
0001033,9909058,0.325
0001033,0002076,0.6750000000000002
0001033,0001206,0.5000000000000001
0001033,0001159,0.3
0001033,9905210,0.8750000000000001
0001037,9902120,0
0001037,9301042,0
0001037,9702155,0
0001037,9912188,0
0001037,9601108,0
0001037,9205041,0
0001037,9612181,0
0001037,9611050,0
0001037,9910170,0
0001037,9908025,0
0001037,9810188,0
0001037,9203084,0
0001037,9912151,0
0001037,9910172,0
0001037,9906242,0
0001037,9712186,0
0001037,9905078,0
0001041,9603003,0
0001041,9903033,0
0001041,9803108,0
0001041,9706204,0
0001041,9905111,0
0001041,9703040,0
0001041,9711200,0
0001041,9208059,0
0001041,9706192,0
0001041,9707079,0
0001041,9904179,0
0001041,9805112,0
0001041,9207094,0
0001041,9803051,0
0001041,9802150,0
0001041,9804083,0
0001041,9802042,0
0001041,9605009,0
0001041,0003230,0
0001041,9711138,0
0001041,9806087,0
0001041,9805156,0
0001041,0003017,0
0001041,9512059,0
0001041,9705117,0
0001041,9302047,0
0001041,9812092,0
0001041,9901121,0
0001041,9604089,0
0001041,9803077,0
0001041,9702076,0
0001041,9708005,0
0001041,9803001,0
0001041,9909094,0
0001041,9903124,0
0001041,9210099,0
0001041,9902153,0
0001041,9903230,0
0001041,9712117,0
0001041,9707013,0
0001049,9611050,0.5454545454545454
0001049,9803194,1.0
0001049,9909062,0.5454545454545454
0001049,9712086,0.5454545454545454
0001049,9905006,1.0
0001049,9908060,1.0
0001049,9805091,0.4545454545454545
0001049,9902160,0.5454545454545454
0001049,9707068,0.4545454545454545
0001049,9903123,1.0
0001049,9908144,1.0
0001049,9810188,1.0
0001049,9901042,0.4545454545454545
0001049,9901014,1.0
0001049,9802088,0.4545454545454545
0001049,9812135,0.4545454545454545
0001049,9812031,0.5454545454545454
0001049,9805019,1.0
0001049,0208020,1.0
0001049,9604091,0.5454545454545454
